,parkCode,name,totalSites,latitude,longitude,numberOfSitesFirstComeFirstServe,numberOfSitesReservable,description,operatingHours,reservationInfo,id,reservationUrl
22,noca,Colonial Creek North Campground,142,48.095,-121.1,42,91,"Camp in old growth forest at the base of the impressively glaciated Colonial Peak on the shore of Diablo Lake. Elevation 1200'. Located north of Highway 20, Colonial Creek North is first-come, first-served. Colonial Creek South is available for reservations. One group site available.

Recreational Opportunities: Fully accessible fishing pier and boat launch on Diablo Lake. Hiking opportunities for various abilities on Thunder Creek and Thunder Knob trails.","[{'exceptions': [], 'description': 'South loop open for reservations in the summer season. Reservable 3-180 days in advance at Recreation.gov or by phone at 1-877-444-6777. North loop is first-come, first-served.\n\nSites 64-73 open during winter months with no water, services, or fees. Vault toilets available. Carry out all trash. Snow may be on ground during winter months and sites may be difficult to access.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Colonial Creek Campground'}]","Colonial Creek South sites reservable 3-180 days in advance at Recreation.gov or by phone at 1-877-444-6777. Colonial Creek North is first come, first served only. No reservations. Check out time is noon.",1410EA4F-FA47-40E0-9C51-B7C012EFD228,
23,noca,Gorge Lake Campground,8,48.716,-121.152,8,8,"On the bank of Gorge Lake, next to the cascading Stetattle Creek. Elevation 900'. Check out time noon.
Primitive camp with no water. Vault toilets. Recycling and trash collection.
Recreational Opportunities: Boat launch on Gorge Lake. Fishing on Gorge Lake. Hiking trails nearby.","[{'exceptions': [], 'description': 'Open 365 days a year (weather/road access permitting).', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Gorge Lake Campground'}]",$10/night. Reserve sites 3-180 days in advance online at www.recreation.gov or by phone at 1-877-444-6777. Check out time noon.,43B0C61B-D068-48EB-9AD9-F06A0DE250BE,https://www.recreation.gov/camping/campgrounds/10004932
24,obed,Rock Creek Campground,11,36.06963727,-84.66287613,11,11,"The Rock Creek Campground, located adjacent to the Nemo area of the Obed Wild & Scenic River, offers 11 spots for campers on a first come/first served basis. 

A $7 per night fee is charged. 

The campground has grills and primitive toilet facilities, but no running water.","[{'exceptions': [], 'description': 'Campground is open year-round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Rock Creek Campground'}]",This campground is on the reservation system through Recreation.gov.,C44D4A8E-8C95-4360-BEC8-0C53C6BA4D35,https://www.recreation.gov/camping/campgrounds/253502
25,olym,Deer Park Campground,14,,,14,0,"At 5,400 feet in elevation, Deer Park boasts mountain views and starry skies. With a steep and winding gravel access road, Deer Park is not RV accessible.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2018-10-08', 'name': 'Deer Park - Closed for Winter Season', 'endDate': '2018-05-28'}], 'description': 'Deer park is located at 5,400 feet. Conditions vary. It is only open during the summer season. The date in which it opens depends on snow melt and road conditions. Always check the campground status information before your visit: http://www.nps.gov/olym/planyourvisit/campgroundstatus.htm', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Deer Park Campground'}]","First come, first served campground only.",A29C9EC4-D053-48CC-9CD9-186AAF45C232,http://www.nps.gov/olym/planyourvisit/camping.htm
26,olym,Dosewallips Campground (Walk-In Only),0,47.7373029,-123.1647009,0,0,Perfect for secluded tent camping. The access road is washed out 5.5 miles from the campground and it is not vehicle accessible.,"[{'exceptions': [], 'description': 'This campground is only accessible by foot.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Dosewallips Campground (Walk-In Only)'}]","First Come, First Served.",85AB5EC6-9BBC-4369-9CFA-A51A6D4498A0,
27,olym,Fairholme Campground,88,,,88,0,"Neighboring Lake Crescent, Fairholme includes lakeside campsites and a nearby boat launch.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2015-10-01', 'name': 'Fairholme Campground - Closed For Winter', 'endDate': '2015-05-31'}], 'description': 'Open from May - October.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Fairholme Campground'}]","First come, first served.",F15D3521-C877-4DA6-BE0A-E78B83D39AC7,
28,olym,Graves Creek Campground,30,,,30,0,"Located in the Quinault Rain Forest, relax near a serene stream at Graves Creek Campground.","[{'exceptions': [], 'description': 'Located in the Quinault Rain Forest, relax near a serene stream at Graves Creek Campground. Open year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Graves Creek Campground'}]","First come, first served.",2EA47E1B-6EA8-476D-A491-376F850EF923,
29,olym,Heart O' the Hills Campground,102,,,102,0,"Surrounded by old growth forest, Heart O'the Hills offers summer ranger programs and great family fun","[{'exceptions': [], 'description': 'Open year round. Walk-in only during periods of heavy snowfall. Check campground status before your visit: http://www.nps.gov/olym/planyourvisit/campgroundstatus.htm', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': ""Heart O' the Hills Campground""}]","First come, first served.",C4C0ACBD-0AE4-4970-9C6A-E75A0153050D,
30,olym,Hoh Campground,88,,,88,0,Surround yourself with moss and ancient trees in this temperate rain forest. Hoh campground offers summer ranger programs and some riverside campsites along the Hoh River.,"[{'exceptions': [], 'description': 'Open year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Hoh Campground'}]","First come, first served.",B4D16CA6-183B-492C-BDEA-A41DA6349EDD,
31,olym,Kalaloch Campround,170,,,170,170,"Oceanside camp at Kalaloch with some sites overlooking the Pacific Ocean. Online reservations accepted for June 10 - September 20, 2015. First-come, first-served in off season.","[{'exceptions': [], 'description': 'Open year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Kalaloch Campround'}]","Online reservations accepted for June 10 - September 20, 2015. First-come, first-served in off season",F8DFAB23-EFE0-4F31-98D0-CD5A871596A9,http://www.recreation.gov/
32,olym,Mora Campground,94,,,94,0,"Situated in a coastal forest, some sites offer views views of the Quillayute River. Mora is located two miles from Rialto Beach.","[{'exceptions': [], 'description': 'Open year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Mora Campground'}]","First come, first served.",1F9A5CA2-8D09-4444-ABD6-532B22C404B7,https://www.recreation.gov/camping/campgrounds/247591
33,olym,North Fork Campground,9,,,9,0,"Surrounded by temperate rain forest, this small and remote campground is a great spot for campers seeking solitude.","[{'exceptions': [], 'description': 'Open year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'North Fork Campground'}]","First come, first served campground.",FFD42463-76E6-4540-898A-0A70A8A8F747,
34,olym,Ozette Campground,15,,,15,0,"Adjacent to Lake Ozette, this small campground is great for those that enjoy lakeside camping and water activities","[{'exceptions': [], 'description': 'Opened year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Ozette Campground'}]","First come, first served.",24D983CD-F853-49B3-A368-25DC3832F628,
35,olym,Queets Campground,20,,,20,0,Relax in this secluded campground near the Queets River. This campground is only accessible from the Upper Queets River Road due to a past mudslide,"[{'exceptions': [], 'description': 'Open year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Queets Campground'}]","First come, first served.",E4F0BEC0-D410-41AA-902D-41A539DEA564,
36,olym,South Beach Campground,55,,,55,0,"Positioned on a bluff overlooking the Pacific Ocean, South Beach offers panoramic ocean views and beach access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2018-09-03', 'name': 'South Beach Closed', 'endDate': '2018-05-28'}], 'description': 'Season: May - September. Closed during winter.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'South Beach Campground'}]","First come, first served.",061815D1-A285-4DF5-9079-32F6B4990CF5,
37,olym,Staircase Campground,49,,,49,0,Camp near the Skokomish River and enjoy old-growth forest at Staircase. Summer ranger programs and riverside campsites available.,"[{'exceptions': [], 'description': 'Open year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Staircase Campground'}]","First come, first served.",368E0896-3B0D-4331-8882-5FBABBEF7739,
38,pais,Malaquite Campground,48,,,48,0,"Malaquite Campground is open to tents and RVs. It is right next to the beach and has paved parking, designated sites, restrooms, cold water showers, and picnic tables. Some sites have grills and shade structures. No hookups. A black/gray water dumping station and potable water station are on the road entering the campground. Those with a paid site in the campground can pitch a tent either at the site or on the beach in front of the campground. This campground is first-come, first-served (no reservations).","[{'exceptions': [], 'description': 'Malaquite Campground is open 24 hours per day, 365 days per year.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Malaquite Campground'}]","No reservations are allowed. All sites are first-come, first-served.",4DAAC939-A3E4-4CDA-AEE6-2C6B5B7BF499,
39,pais,Bird Island Basin Campground,34,,,34,0,"Bird Island Basin lies along the Laguna Madre Bay. It is open to both tent and RV camping. It has gravel sites and vault toilets. It provides access to the bay for fishing, camping, windsurfing, and kayaking. The relatively calm waters of the bay and the nearly constant breeze make Bird Island Basin one of the top windsurfing destinations in the country.","[{'exceptions': [], 'description': 'Quiet hours are from 10 pm to 6 am.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Bird Island Basin Campground'}]","The park does not take reservations, so use of this area is available on a first-come, first-served basis only.",C4CB1781-C59F-4065-AFE3-F7A327B075A2,
40,pore,Coast Campground,14,,,0,13,"Coast Camp is nestled within a small coastal grassy valley with easy access to the beach and tidepools. The beach is within 200 meters (200 yards) of the campground. The shortest approach to Coast Camp is via the 2.9 km (1.8 miles) slightly uphill hike on the Laguna and Firelane Trails, starting at the Laguna Trailhead just past the hostel. Twelve individual sites and two group sites. Sites 1-7 are in a small semi-protected canyon.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-03-17', 'name': 'Closed Due to COVID-19', 'endDate': '2020-05-03'}], 'description': 'The Coast Campground is open year-round, 24 hours a day. Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for a campsite at this backcountry (i.e., hike-in) campground at Recreation.gov, or check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Coast Campground'}]",Camping is by permit only. Camping permits must be obtained from the Bear Valley Visitor Center before starting your trip. Visitors may make online reservations for campsites at the Coast Campground through Recreation.gov . Visitors may check for same-day reservations at the Bear Valley Visitor Center during regular hours of operation.,6EBE4D11-5079-45B7-BDA5-84280A8EE7DF,http://www.recreation.gov/camping/point-reyes-national-seashore/r/campgroundDetails.do?contractCode=NRSO&parkId=72393
41,seki,Buckeye Flat Campground,28,36.522984,-118.763811,27,27,The campground is situated on the Middle Fork of the Kaweah River under an open stand of oaks. The closest services can be found in the town of Three Rivers just west of the Ash Mountain Entrance Station.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-01', 'name': 'Winter Closure', 'endDate': '2020-03-17'}, {'exceptionHours': {'wednesday': 'Closes at 12:00PM', 'monday': 'Closes at 12:00PM', 'thursday': 'Closes at 12:00PM', 'sunday': 'Closes at 12:00PM', 'tuesday': 'Closes at 12:00PM', 'friday': 'Closes at 12:00PM', 'saturday': 'Closes at 12:00PM'}, 'startDate': '2020-09-30', 'name': 'Fall Closing', 'endDate': '2020-09-30'}, {'exceptionHours': {'wednesday': '12:00PM - 11:59PM', 'monday': '12:00PM - 11:59PM', 'thursday': '12:00PM - 11:59PM', 'sunday': '12:00PM - 11:59PM', 'tuesday': '12:00PM - 11:59PM', 'friday': '12:00PM - 11:59PM', 'saturday': '12:00PM - 11:59PM'}, 'startDate': '2020-03-18', 'name': 'Spring Opening', 'endDate': '2020-03-18'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-04-01', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Buckeye Flat Campground is generally open from late March to late September, depending on weather conditions. Gates open or close at noon on campground opening and closing dates', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Buckeye Flat Campground'}]","For 2019:
Reservations are usually available from May 22 - September 24. 
At other times, all sites are first-come, first-served.",6BCF7F8D-71B1-4B29-A925-5DCFDD0CB38E,https://www.recreation.gov/camping/campgrounds/249982
42,seki,Lodgepole Campground,204,,,0,191,This large campground is located in fir forest along the Marble Fork of the Kaweah River. The closest services can be found 0.25 miles away in Lodgepole Village.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-12-03', 'name': 'Winter Closure', 'endDate': '2020-04-14'}, {'exceptionHours': {'wednesday': '12:00PM - 11:59PM', 'monday': '12:00PM - 11:59PM', 'thursday': '12:00PM - 11:59PM', 'sunday': '12:00PM - 11:59PM', 'tuesday': '12:00PM - 11:59PM', 'friday': '12:00PM - 11:59PM', 'saturday': '12:00PM - 11:59PM'}, 'startDate': '2020-04-15', 'name': 'Spring Opening', 'endDate': '2020-04-15'}, {'exceptionHours': {'wednesday': 'Closes at 12:00PM', 'monday': 'Closes at 12:00PM', 'thursday': 'Closes at 12:00PM', 'sunday': 'Closes at 12:00PM', 'tuesday': 'Closes at 12:00PM', 'friday': 'Closes at 12:00PM', 'saturday': 'Closes at 12:00PM'}, 'startDate': '2020-12-02', 'name': 'Fall Closing', 'endDate': '2020-12-02'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-04-15', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': ""Lodgepole Campground is typically open from late March to late November. Opening delays expected in 2019 (see schedule for details). Reservations are usually available from mid to late May through late September. Outside the reservation period, it's likely that the campground will be snowy."", 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Lodgepole Campground'}]","For 2019:
Reservations available for Loops A, B, C, & D and Logbridge May 22 - September 24. 
Reservations available for Upper Loop June 19 - September 24. 
In spring and fall, sites are first-come, first-served.",F727B83F-B8CB-49AC-A0EC-76DFAB6140FE,https://www.recreation.gov/camping/campgrounds/232461
43,seki,Potwisha Campground,42,36.516474,-118.800681,40,40,"Situated along the Middle Fork of the Kaweah River under an open stand of oaks, the campground is hot in the summer and usually snow-free in the winter. The closest services can be found in the town of Three Rivers just west of the Ash Mountain Entrance Station.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-04-01', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Potwisha Campground is open year-round. Some sites are reservable, and some sites are first-come, first-served.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Potwisha Campground'}]","For 2019:
Some sites available for reservation year round.
All sites available for reservation May 1 - September 24, and there are no first come, first serve sites during this period.",191F3831-AC51-41B2-8BAB-92A4D1BC7685,http://www.recreation.gov/camping/potwisha-campground/r/campgroundDetails.do?contractCode=NRSO&parkId=72461
44,seki,Atwell Mill Campground,21,,,0,0,"The campground is situated along the East Fork of the Kaweah River in a once logged sequoia grove. There are limited services at Silver City Resort, 1.7 miles (3 km) east of the campground. More extensive services can be found in the town of Three Rivers, 23 miles (37 km) west of Atwell Mill Campground.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-29', 'name': 'Winter Closure', 'endDate': '2020-05-19'}, {'exceptionHours': {'wednesday': 'Closes at 12:00PM', 'monday': 'Closes at 12:00PM', 'thursday': 'Closes at 12:00PM', 'sunday': 'Closes at 12:00PM', 'tuesday': 'Closes at 12:00PM', 'friday': 'Closes at 12:00PM', 'saturday': 'Closes at 12:00PM'}, 'startDate': '2020-10-28', 'name': 'Fall Closing', 'endDate': '2020-10-28'}, {'exceptionHours': {'wednesday': '12:00PM - 11:59PM', 'monday': '12:00PM - 11:59PM', 'thursday': '12:00PM - 11:59PM', 'sunday': '12:00PM - 11:59PM', 'tuesday': '12:00PM - 11:59PM', 'friday': '12:00PM - 11:59PM', 'saturday': '12:00PM - 11:59PM'}, 'startDate': '2020-05-20', 'name': 'Spring Opening', 'endDate': '2020-05-20'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-05-20', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Atwell Mill Campground opens in late June and closes in late October. Gates open or close at noon on the campground opening and closing dates. Potable water is not always available in spring and fall.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Atwell Mill Campground'}]",,BC707FA3-F575-4734-8E62-34689982F615,
45,seki,Cold Springs Campground,40,36.45138923,-118.6121321,40,0,"The campground is located near the Mineral King Visitor Center amid aspen trees and conifers. There are limited services at Silver City Resort, 2.5 miles (4 km) west of the campground. More extensive services can be found in the town of Three Rivers, 27 miles (44 km) west of Cold Springs Campground.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-29', 'name': 'Winter Closure', 'endDate': '2020-05-19'}, {'exceptionHours': {'wednesday': '12:00PM - 11:59PM', 'monday': '12:00PM - 11:59PM', 'thursday': '12:00PM - 11:59PM', 'sunday': '12:00PM - 11:59PM', 'tuesday': '12:00PM - 11:59PM', 'friday': '12:00PM - 11:59PM', 'saturday': '12:00PM - 11:59PM'}, 'startDate': '2020-05-20', 'name': 'Spring Opening', 'endDate': '2020-05-20'}, {'exceptionHours': {'wednesday': 'Closes at 12:00PM', 'monday': 'Closes at 12:00PM', 'thursday': 'Closes at 12:00PM', 'sunday': 'Closes at 12:00PM', 'tuesday': 'Closes at 12:00PM', 'friday': 'Closes at 12:00PM', 'saturday': 'Closes at 12:00PM'}, 'startDate': '2020-10-28', 'name': 'Fall Closing', 'endDate': '2020-10-28'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-05-20', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Cold Springs Campground opens in late June and closes in late October. Gates open or close at noon on the campground opening and closing dates. Potable water is not always available in spring and fall.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Cold Springs Campground'}]","All sites at this campground are first-come, first-served.",E43BEB8F-1EE3-4CDD-88EB-ED8262628F95,
46,seki,South Fork Campground,10,36.318721,-118.776348,10,0,"This small, primitive campground is situated in a remote area of the foothills on the South Fork of the Kaweah River at the transition from oaks to evergreens. Two trails leave from a trailhead nearby: the Garfield Grove and Ladybug trails. Other park features are over an hour's drive away.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-04-01', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'South Fork Campground has potable water available only during its peak season from middle to late May to mid-October, and this is the only time a camping fee is charged. During the non-peak season, no potable water is available and camping here is free.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'South Fork Campground'}]","No reservations are available for this campground. All sites are first-come, first-served.",E8221D31-0B2B-4606-9061-1F91794AD45A,
47,tapr,Chase State Fishing Lake,0,38.3668086,-96.5873213,10,0,"1130 Lake Road
Cottonwood Falls, KS 66846
620-767-5900 (Public land manager)

Camping is allowed (first come, first served) in designated areas along the north shore of the lake.","[{'exceptions': [], 'description': '1130 Lake Road\nCottonwood Falls, KS 66846\n620-767-5900 (Public land manager)\n\nCamping is allowed (first come, first served) in designated areas along the north shore of the lake.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Chase County Lake'}]","First-come, first-served",8D623427-785E-4052-B5B8-5C116D9DC965,
48,wica,Elk Mountain Campground,61,43.565342,-103.489237,61,2,"This 61-site campground is open all year with sites available on a first-come, first-served basis. Two sites are handicap-accessible. Flush toilets and drinking water are available late spring through early fall. Fees are half-price when water is not available. Ranger programs are offered nightly in the amphitheater during the summer. Two group campsites are reservable. Contact the park at 605.745.4600 for more information.","[{'exceptions': [], 'description': 'The campground is open year-round with drinking water and flush toilets available late spring into early fall.  Fees are half-price when water is not available. Sites are first-come first-served and the campground rarely fills to capacity.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Elk Mountain Campground'}]","Two group campsites are available by reservation. Call 605.745.4600 for more information. All other sites are first-come, first-served.",46F315CE-1A6C-4600-BDE0-98D044A55172,https://www.nps.gov/wica/planyourvisit/group-camping.htm
49,wrst,Kendesnii Campground,10,62.52982,-143.258776,10,0,"Located on the Nabesna Road, this camping area is the only National Park Service campground in Wrangell-St. Elias National Park. It has 10 designated campsites, each with a picnic table and a fire ring. There are two vault toilets. Each site can accommodate a small to medium RV or other vehicles. It is free and open year-round, but is not plowed during the winter. Reservations are not taken and not required.","[{'exceptions': [], 'description': 'This campground is open 24 hours a day, 7 days a week for the entire year.  It is not maintained or plowed in the winter.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Kendesnii Campground'}]",Reservations are not required and not taken.,3D4EA3B5-B5B3-42B5-94C8-35A39D6A2893,
